,Ambientes,Antigüedad,Baños,Bodegas,Camas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Estadía mínima (noches),Expensas,Huéspedes,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,price
1692,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1693,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1694,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1695,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1696,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1697,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1698,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1699,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1700,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1701,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1702,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1703,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1704,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1705,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1706,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1707,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1708,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1709,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1710,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1711,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1712,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1713,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1714,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1715,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1716,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1717,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1718,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1719,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1720,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1721,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1722,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1723,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1724,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1725,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1726,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1727,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1728,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1729,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1730,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1731,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1732,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1733,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1734,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1735,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1736,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1737,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1738,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1739,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1740,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1741,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1742,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1743,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1744,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1745,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1746,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1747,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1748,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1749,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1750,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1751,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1752,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1753,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1754,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1755,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1756,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1757,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1758,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1759,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1760,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1761,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1762,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1763,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1764,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1765,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1766,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1767,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1768,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1769,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1770,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1771,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1772,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1773,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1774,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1775,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1776,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1777,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1778,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1779,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1780,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1781,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1782,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1783,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1784,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1785,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1786,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1787,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1788,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1789,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1790,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1791,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1792,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1793,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1794,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1795,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1796,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1797,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1798,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1799,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1800,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1801,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1802,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1803,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1804,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1805,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1806,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1807,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1808,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1809,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1810,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1811,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1812,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1813,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1814,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1815,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1816,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1817,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1818,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1819,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1820,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1821,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1822,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1823,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
